job title,company,location,job type,date,job skills
Sales executive - Outdoor,محمود سليمان للوساطة التامينية,"Nasr City, Cairo, Egypt ",Full Time,7 days ago,Experienced · 2 - 10 Yrs of Exp · males_only · Business Development · Sales/Retail · Outdoor Sales · Corporate Sales · Negotiation · sales skills · English · Sales · Sales Target · B2B
Area Sales Representative (France),Canex Aluminum,"Paris, France ",Full Time,7 days ago,Experienced · 3 - 6 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Negotiation · Selling · Sales Target · sales skills
Senior SAP Developer & Support Engineer,Infinity Clinic Pharma,"Nasr City, Cairo, Egypt ",Full Time,7 days ago,Experienced · 8 - 10 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · C# · Software Development · SQL · Information Technology (IT) · SAP · Software Engineering · Development
Senior Web & Mobile App Engineer,Infinity Clinic Pharma,"Nasr City, Cairo, Egypt ",Full Time,7 days ago,Experienced · 6 - 8 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Angular · Engineering · CSS · HTML · Information Technology (IT) · Java · PHP
Spanish Teacher,Sama International College,"Shorouk City, Cairo, Egypt ",Full Time,7 days ago,Entry Level · 1 - 3 Yrs of Exp · Education/Teaching · Training/Instructor · Spanish · Language Teaching · Teaching · Education
Help Desk Support Engineer,Vision,"Nasr City, Cairo, Egypt ",Full Time,7 days ago,Experienced · 3 - 5 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Help desk · Help Desk Support · Information Technology (IT) · Technical Support · engineer · Support
Area Sales Representative (Czech),Canex Aluminum,"Prague, Czech Republic ",Full Time,7 days ago,Experienced · 3 - 6 Yrs of Exp · Customer Service/Support · Sales/Retail · Sales · Negotiation · Selling · Sales Target · sales skills · English
Senior Property Consultant,MLS Realty,"New Cairo, Cairo, Egypt ",Full Time,7 days ago,Experienced · 2 - 4 Yrs of Exp · Sales/Retail · Property · Property consultant · Consultant · Real Estate · Sales · Senior Property consultant · sales skills · Sales Target
Maintenance Manager,The International School of Elite Education,"New Cairo, Cairo, Egypt ",Full Time,8 days ago,Manager · 5+ Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Management · Maintenance · Mechanical Engineering · Operations · Planning Maintenance · Planning
E-Commerce Operation Specialist,Onecard,"Nasr City, Cairo, Egypt ",Full Time,8 days ago,Entry Level · 1 - 3 Yrs of Exp · Administration · Operations/Management · E-Commerce · Accounting · English · Time Management · Customer Orientation · E-Marketing · Management · Marketing
AB & Associates Learning & Development Internship,AB & Associates,"Heliopolis, Cairo, Egypt ",Internship,8 days ago,Entry Level · 0 - 1 Yrs of Exp · Human Resources · Internship · Learning & Development · Looking for work · Hr · Training · learning · Computer Skills · Development · Human Resources (HR)
Maintenance Engineer,Dr.Greiche,"10th of Ramadan City, Sharqia, Egypt ",Full Time,8 days ago,Experienced · 7 - 18 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering · Maintenance
Secretary,Dr.Greiche,"Heliopolis, Cairo, Egypt ",Full Time,8 days ago,Experienced · 2 - 4 Yrs of Exp · females_only · Administration · Operations/Management · Secretary · french · Office management
Export Coordinator,Dr.Greiche,"10th of Ramadan City, Sharqia, Egypt ",Full Time,8 days ago,Experienced · 2 - 5 Yrs of Exp · Logistics/Supply Chain · Sales/Retail · Logistics · Export · Commerce · Supply Chain · Shipping · Management · Customer Service
Software Technical Lead,Reach,"New Cairo, Cairo, Egypt ",Full TimeWork From Home,8 days ago,Manager · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Science · Engineering · Information Technology (IT) · Laravel · Node Js · Node.js · React
Automotive Engineer,Pyramid Poultry,"Haram, Giza, Egypt ",Full Time,8 days ago,Entry Level · 0 - 5 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Fleet · Maintenance · Vehicles · Transport · Engineering · Automotive · Mechanical Engineering · Fleet Management
Accountant,Chefaa IT,"Maadi, Cairo, Egypt ",Full Time,8 days ago,Entry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · English · Finance · Financial Analysis · Microsoft Office
Senior Cost Accountant - Egypt,Boston Federal Financial,"Cairo, Egypt ",Full TimeWork From Home,8 days ago,Experienced · 4+ Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Management · Financial Analysis · English · Commerce · Microsoft Office · Bookkeeping · Microsoft Office suite
Sales Account Manager,BlueCloud,"Sheraton, Cairo, Egypt ",Full Time,8 days ago,Experienced · 3 - 4 Yrs of Exp · Business Development · Customer Service/Support · Sales/Retail · Account · Customer Service · Sales · sales account · Account Management · Administration · business
Senior Linux / Nginx Admin,Universal Payment Services,"Nasr City, Cairo, Egypt ",Full Time,8 days ago,Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · MySQL · Nginx · Database · Information Technology (IT) · Configuration · Troubleshooting · Computer Science
Senior QHSE Engineer (Mechanical Engineering),ACROW for Integrated Construction Services,"Helwan, Cairo, Egypt ",Full Time,8 days ago,"Experienced · 5+ Yrs of Exp · males_only · Quality · Engineering - Mechanical/Electrical · Engineering · Hydraulic · Mechanical · Mechanical Engineering · MS Office · Health, Safety and Environment · Occupational Safety and Health Administration (OSHA) · HSE Management"
Group Operation HR Manager,Confidential,"Cairo, Egypt ",Full Time,8 days ago,Manager · 5 - 15 Yrs of Exp · Human Resources · Medical/Healthcare · Pharmaceutical · HR · Human Resources (HR) · Operations · MEDICINE · Hospital · Management
Contract Specialist,Egypt Kuwait Holding,"Maadi, Cairo, Egypt ",Full Time,8 days ago,Entry Level · 1 - 3 Yrs of Exp · Administration · Legal · Contract · Contracting · Communication · Legal · Law · English
Group Compensation & Benfits Manager,Confidential,"Cairo, Egypt ",Full Time,8 days ago,Manager · 5+ Yrs of Exp · Human Resources · Benefits · Human Resources (HR) · Employee Relations · Compensation
Receptionist / Secretary,EL Banna Contracting,"Cairo, Egypt ",Full Time,8 days ago,Entry Level · 0 - 3 Yrs of Exp · Administration · Customer Service/Support · Secretary · Admin · Administration · Office Management · Customer Service · Customer Care · Customer Support
Accountant,EL Banna Contracting,"Cairo, Egypt ",Full Time,8 days ago,Experienced · 3 - 10 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management
Electrical Technical Office Engineer,Samman  Engineering & Consulting,"Dokki, Giza, Egypt ",Full Time,8 days ago,Experienced · 5 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering · AutoCAD · Electrical Engineering · Electrical · Shop Drawings · English · Microsoft Office · Project
Outgoing Tour Operator,Agazat Masr,"Heliopolis, Cairo, Egypt ",Full Time,8 days ago,Experienced · 3+ Yrs of Exp · Customer Service/Support · Sales/Retail · Tourism/Travel · Amadeus · Outbound tourism · Ticketing · Travel · Tourism · Microsoft Outlook · Communication skills
Quality R&D Manager,Arma Non Food,"10th of Ramadan City, Cairo, Egypt ",Full Time,8 days ago,Manager · 10 - 15 Yrs of Exp · R&D/Science · Quality · Chemistry · MBA · quality · R&D · Science · Quality Control
Product Owner - Alexandria,Caduceus Lane,"Alexandria, Egypt ",Full Time,8 days ago,Experienced · 2+ Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Business Analysis · Business · Analysis · Product Owner · Product
Senior Software Engineer (PHP),Queen Tech Solutions,"Nasr City, Cairo, Egypt ",Full Time,8 days ago,Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · engineer · Software Development · Software Engineering · Software · Software engineer · senior · Computer Science · Information Technology (IT)
Senior Property Consultant,NOK for Human Capital Solutions,"Sheikh Zayed, Giza, Egypt ",Full Time,8 days ago,Experienced · 2 - 4 Yrs of Exp · Sales/Retail · Sales · Real Estate · Property Sales · Implementing · sales skills · Sales Target
Mobile Application Developer - Ionic & Flutter,Flojics,"Glim, Alexandria, Egypt ",Full Time,8 days ago,Entry Level · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Android · Computer Science · Information Technology (IT) · OOP · Design · Java · Software Development
Senior Web Developer,Flojics,"Cairo, Egypt ",Full Time,8 days ago,Experienced · 5 - 20 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Git · Information Technology (IT) · Laravel · PHP · Software Development · React · MySQL
Front End Developer,Confidential,"Schutz, Alexandria, Egypt ",Full TimeWork From Home,8 days ago,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · CSS · JavaScript · HTML · Vue.js · PHP · Laravel · Front-End Development
Math Teacher (Prep stage),GEMS Education,"Madinaty, Cairo, Egypt ",Full Time,8 days ago,Experienced · 2+ Yrs of Exp · Education/Teaching · Teaching · Education · School Teacher · PGCE · PGDE · Mathematics · Math · B.ED · International School
Human Resources Generalist,Confidential,"Smouha, Alexandria, Egypt ",Full Time,8 days ago,Experienced · 2 - 6 Yrs of Exp · Human Resources · Human Resources · business · Communication skills · Human Resources (HR) · Microsoft Office
Production Manager,PENCILIGHT,"New Beni Suef, Beni Suef, Egypt ",Full Time,8 days ago,Manager · 7 - 10 Yrs of Exp · Operations/Management · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Production · Production Manager · Industrial · Industrial Engineering · AUC · Manufacturing
Business Development Executive,American Academy,"6th of October, Giza, Egypt ",Full Time,8 days ago,Experienced · 2 - 6 Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · business · Communication skills · MS Office · Sales Target · sales skills · Sales
Accountant,American Academy,"6th of October, Giza, Egypt ",Full Time,8 days ago,Experienced · 2 - 8 Yrs of Exp · Accounting/Finance · Administration · Banking · Accounting · Financial Analysis · Finance · English · Financial Management · Microsoft Office · office
Sales and Marketing Specialist,Al Mashreq,"Smouha, Alexandria, Egypt ",Full Time,8 days ago,Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Marketing/PR/Advertising · Sales/Retail · Marketing · Sales · sales skills · Sales Target · IT Service Management · ERP System · ERP Software
WordPress Developer,Arabia for Information Technology,"Cairo, Egypt ",Full Time,8 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Web Development · Software Development · Web Application Design · Information Technology (IT) · Communication · Development · WordPress · WordPress CMS
Export Supervisor,ALMALAZ,"Badr City, Cairo, Egypt ",Full Time,8 days ago,Manager · 5+ Yrs of Exp · Logistics/Supply Chain · Operations/Management · Export · Logistics · English · Sales · Communication · Communication skills · Microsoft Office
Creative Copywriter/Content Creator,Inception Advertising & Events,"Agouza, Giza, Egypt ",Full Time,8 days ago,Experienced · 3 - 6 Yrs of Exp · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing · content creator · copywriter · Marketing · Creative · Social Media · media · Writing
"Senior Full Stack Software Engineer (C#, JavaScript, .NET Framework)",GetTechForce.com,"Cairo, Egypt ",Full TimeWork From Home,8 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · C# · Computer Engineering · Computer Science · Engineering · Git · Information Technology (IT)
Accountant,Elev8Assessments,"Dokki, Giza, Egypt ",Full Time,8 days ago,Experienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Microsoft Office · Finance · Financial Analysis · Financial Management · Financial Statements
Digital Marketing Specialist,SevenCodeApps,"Nasr City, Cairo, Egypt ",Full Time,8 days ago,Entry Level · 1+ Yrs of Exp · Marketing/PR/Advertising · Digital · Digital Marketing · digital media · Google Adwords · Marketing · Online Marketing · Social Media · E-Marketing · SEO
Senior GoLang / Angular 10+ Developer,GetTechForce.com,"Cairo, Egypt ",Full TimeWork From Home,8 days ago,Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Golang · Computer Science · Deployment · Design · Development · Information Technology (IT) · IT
